arc	source	where	terms	status	hits_per_head	top_paths	quote
B470_reflection_campaign	main	FINDINGS.md, RF2 section	shared class tower	GENERIC	"{""audit/b775-braver-questions"":142,""claude/new-session-qor5up"":137,""claude/outside-bench"":176,""codex/seat-r001"":158,""main"":169,""paper/structure-genesis-first"":138}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/MASTERPLAN.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/PRICED_DOORS.md | +21 catch-all	no shared class in either tower
B470_reflection_campaign	main	FINDINGS.md, Addendum	negative against catalan lambda	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B716_time_gap/b716_probe2.py | frontier/B771_phase1_wave1/wave2_results.json	PSLQ negative against {Lambda(pi/5), Lambda(2pi/5), Lambda(pi/3), Lambda(pi/10), Lambda(3pi/10), Catalan, pi log phi, pi^2/10}
B471_chain_verification	main	FINDINGS.md, heredity conjecture section	rank-of-apparition lucas-style follow-up conjecture	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B770_closure_census/census.json | frontier/B775_phase2_wave1/cells/P2W5-HERED/compute.py	the general lattice is IRREGULAR ... Recorded as the observed table; a clean law needs rank-of-apparition machinery (Lucas-style) -- named follow-up, not a conjecture bank.
B471_chain_verification	main	FINDINGS.md, final CORRECTIONS section	escalating alphabet exactly locus	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":6,""codex/seat-r001"":5,""main"":6,""paper/structure-genesis-first"":5}"	docs/OPEN_LEADS.md | frontier/B498_mixed_monoid_dynamics/FINDINGS.md | docs/CAMPAIGN_STATUS.md | +3 catch-all	'The alphabet is exactly the root locus' is FALSE in two escalating ways
B499_wild_census	main	B499_wild_census/FINDINGS.md	preregistration directory scripts partial	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":12,""claude/outside-bench"":16,""codex/seat-r001"":13,""main"":14,""paper/structure-genesis-first"":13}"	docs/views/VERDICT_LEDGER.md | frontier/B499_wild_census/FINDINGS.md | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave1_results.json | frontier/B921_branch_harvest/harvested/frontier/B796_coupling_campaign/context_sweep/sweep_error_protocol.md | tests/test_b817_wave2.py | frontier/B1068_descent_inventory/w2_full_results.json | frontier/B1069_hearing_biography/w3_results.json | +7 catch-all	The directory holds a preregistration and nothing else — no scripts, no data, no partial results.
B499_wild_census	main	B499_wild_census/FINDINGS.md	field-level discriminant ramification attribution	LEAD	"{""audit/b775-braver-questions"":7,""claude/new-session-qor5up"":6,""claude/outside-bench"":9,""codex/seat-r001"":8,""main"":9,""paper/structure-genesis-first"":8}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B499_wild_census/FINDINGS.md | frontier/B499_wild_census/arc_verdict.json | frontier/B1067_rayclass_harvest/w1_results.json | docs/ERROR_LEDGER.md | papers/structure_paper/arxiv/main.tex | +3 catch-all	the census (W1 Galois groups · W2 discriminant structure · W3 verb attribution · W4 MFD saturation · W5 field-level ramification) was committed and never executed.
B499_wild_census	main	B499_wild_census/FINDINGS.md	b837 b500 confirmed anywhere	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":7,""codex/seat-r001"":6,""main"":7,""paper/structure-genesis-first"":6}"	docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B499_wild_census/FINDINGS.md | docs/CAMPAIGN_STATUS.md | +3 catch-all	B837's audit found it cited by B500 with no result stated anywhere, which is now confirmed directly: there is nothing to state.
B500_child_hunt	main	frontier/B500_child_hunt/FINDINGS.md	mid-stream complete killed hunt	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B742_negatives_hunt_p1/stageA/batch_dead_12.json | +1 catch-all	the run was killed mid-stream; there is no `HUNT COMPLETE` line
B500_child_hunt	main	frontier/B500_child_hunt/FINDINGS.md	never-reached in-sandbox m-heavy eliminants	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/OPEN_LEADS.md | docs/views/VERDICT_LEDGER.md | frontier/B986_b500_stragglers/FINDINGS.md | frontier/B986_b500_stragglers/arc_verdict.json	35 words remain UNCHECKED (26 timeouts + 9 never-reached — the D/M-heavy tail whose resultant eliminants blow up to degree ~3000–9280, beyond in-sandbox `gp`)
B505_quasicrystal_anchor	main	PROGRESS_LOG.md, cited at log_index/B507.txt (entry dated 2026-08-01)	load-bearing b505 b507 scripts	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":5}"	docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | papers/P5_monoid/PHASE0_CLAIMS.md | docs/THEOREM_REGISTRY.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | +3 catch-all	B505 and B507 carry NO scripts and are not load-bearing.
B507_beta_function	main	PROGRESS_LOG.md 2026-08-01 entry (log_index/B507.txt)	load-bearing b505 b507 scripts	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":7,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":5}"	docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | papers/P5_monoid/PHASE0_CLAIMS.md | docs/THEOREM_REGISTRY.md | docs/CAMPAIGN_STATUS.md | docs/LAW_MAP.md | +3 catch-all	B505 and B507 carry NO scripts and are not load-bearing.
B507_beta_function	main	PROGRESS_LOG.md 2026-07-14 entry (log_index/B507.txt)	b507 lock	GENERIC	"{""audit/b775-braver-questions"":45,""claude/new-session-qor5up"":47,""claude/outside-bench"":45,""codex/seat-r001"":43,""main"":45,""paper/structure-genesis-first"":43}"	docs/CAMPAIGN_STATUS.md | docs/CLOSURE_2026-07-11.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/RETRACTIONS.md | docs/SEAL_LEDGER.md | docs/THEOREM_REGISTRY.md | docs/views/CLOSED_DOORS.md | +4 catch-all	B507 has NO lock
B511_physics_verdict	main	cross-reference to B500, cited inside B511's D-door framing of the wild census	mid-stream complete killed hunt	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B500_child_hunt/FINDINGS.md | frontier/B742_negatives_hunt_p1/stageA/batch_dead_12.json | +1 catch-all	the run was killed mid-stream; there is no `HUNT COMPLETE` line
B511_physics_verdict	main	frontier/B511_physics_verdict/D1_ADVERSARIAL_REVIEW.md	standard fractal rauzy	LEAD	"{""audit/b775-braver-questions"":15,""claude/new-session-qor5up"":16,""claude/outside-bench"":18,""codex/seat-r001"":16,""main"":18,""paper/structure-genesis-first"":15}"	docs/CAMPAIGN_STATUS.md | docs/views/VERDICT_LEDGER.md | frontier/B517_bootstrap_forcing/FINDINGS.md | frontier/B517_bootstrap_forcing/NOVELTY_GATE.md | frontier/B530_natural_history/FINDINGS.md | frontier/B530_natural_history/METHOD.md | frontier/B532_last_echo/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | +2 catch-all	No standard 3d Rauzy fractal exists.
B511_physics_verdict	main	frontier/B511_physics_verdict/D3_PARTIAL.md	high-end peak	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		there is no high-end peak
B517_bootstrap_forcing	main	frontier/B511_physics_verdict/D1_ADVERSARIAL_REVIEW.md (the retracted claim this arc corrects)	eigenvalue primitive nonneg matrix	LEAD	"{""audit/b775-braver-questions"":11,""claude/new-session-qor5up"":11,""claude/outside-bench"":11,""codex/seat-r001"":13,""main"":11,""paper/structure-genesis-first"":13}"	docs/UNIQUENESS_THEOREM.md | docs/views/VERDICT_LEDGER.md | frontier/B517_bootstrap_forcing/FINDINGS.md | frontier/B771_phase1_wave1/cells/W3-078/compute.py | frontier/B771_phase1_wave1/cells/W4-078r/compute.py | frontier/B935_composition_hunt/compose.py | docs/LAW_MAP.md | frontier/B8069_conformal_selection/conformal_selection.py | +7 catch-all	no primitive 4×4 nonneg matrix has Perron eigenvalue φ
B517_bootstrap_forcing	main	frontier/B517_bootstrap_forcing/SIGNATURE_HUNT.md	needs-a-canonical-candidate dynamical-form hunt	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		the dynamical-form hunt is NEEDS-A-CANONICAL-CANDIDATE, not run
B517_bootstrap_forcing	main	frontier/B517_bootstrap_forcing/SIGNATURE_HUNT.md	level-1 un-run distinguisher malament	NO_HIT	"{""audit/b775-braver-questions"":0,""claude/new-session-qor5up"":0,""claude/outside-bench"":0,""codex/seat-r001"":0,""main"":0,""paper/structure-genesis-first"":0}"		C3/Malament — does the FULL Level-1 monoid preserve one cone — remains the one un-run distinguisher
B517_bootstrap_forcing	main	frontier/B517_bootstrap_forcing/SIGNATURE_HUNT.md Addendum 2	one-step un-run positive origin	LEAD	"{""audit/b775-braver-questions"":6,""claude/new-session-qor5up"":6,""claude/outside-bench"":6,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	frontier/B742_negatives_hunt_p1/stageA/journals/run2_wf4ac2653a_journal.jsonl | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | frontier/B770_closure_census/census.json | +2 catch-all	does the Origin object force a unique positive one-step form W... Un-run.
B519_re_mining	main	frontier/B519_re_mining/VERDICT.md, re: the mixed-chain gap-opening prediction	forces answer known	GENERIC	"{""audit/b775-braver-questions"":119,""claude/new-session-qor5up"":103,""claude/outside-bench"":141,""codex/seat-r001"":120,""main"":137,""paper/structure-genesis-first"":114}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/STRATEGIC_SYNTHESIS.md | docs/THE_FRAMEWORK.md | +28 catch-all	no known theorem forces the answer
B524_iwip_and_higher_ptolemy	main	frontier/B524_iwip_and_higher_ptolemy/FINDINGS.md Part 2 table	obstruction recommends deferred classes	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	docs/OPEN_LEADS.md | frontier/B771_phase1_wave1/wave2_results.json | +1 catch-all	SL(4)... (deferred — the sage Gröbner engine ran >12 min over 20 coords × 3 obstruction classes; the ptolemy module recommends Magma at this rank)
B526_crossing_package	main	the uploaded package's own executive conclusion, quoted in frontier/B526_crossing_package/FINDINGS.md	undeniable remaining internal purely	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":5,""codex/seat-r001"":5,""main"":5,""paper/structure-genesis-first"":4}"	docs/views/VERDICT_LEDGER.md | frontier/B526_crossing_package/FINDINGS.md | frontier/B738_pathfinder_compiler/kill_graph.json | docs/views/THE_SPINE.md | +1 catch-all	There is no remaining purely internal path from the Origin Axiom corpus to an undeniable claim about nature.
B527_metric_cone	main	"frontier/B527_metric_cone/FINDINGS.md ""Honest status of the metric question"" table"	reality choose says	LEAD	"{""audit/b775-braver-questions"":14,""claude/new-session-qor5up"":12,""claude/outside-bench"":17,""codex/seat-r001"":15,""main"":15,""paper/structure-genesis-first"":14}"	docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/views/VERDICT_LEDGER.md | frontier/B738_pathfinder_compiler/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/kill_graph.json | frontier/B742_negatives_hunt_p1/stageA/v3_preassembly.json | papers/VALIDATION_LEDGER.md | philosophy/P018_correlation_without_a_signal.md | +7 catch-all	no theorem says why physical reality must choose that ray
B528_dgg_gauge_resolved	main	frontier/B528_dgg_gauge_resolved/FINDINGS.md	nonabelian ladder gauge	LEAD	"{""audit/b775-braver-questions"":24,""claude/new-session-qor5up"":22,""claude/outside-bench"":31,""codex/seat-r001"":29,""main"":28,""paper/structure-genesis-first"":22}"	docs/HINT_LEDGER.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/views/VERDICT_LEDGER.md | frontier/B150_class_s_coincidence/FINDINGS.md | frontier/B490_the_no_go/FINDINGS.md | frontier/B524_iwip_and_higher_ptolemy/FINDINGS.md | frontier/B600_level_ladder/packet/CAMPAIGN.md | +10 catch-all	There is NO U(2)@K=3 or U(3)@K=4 — no U(N-1) nonabelian gauge ladder.
B528_dgg_gauge_resolved	main	cross-reference, frontier/B523_verdict_reexamination/FINDINGS.md, load-bearing to B528's own Part 1 predecessor B524	word-hyperbolic menger-boundary consequences atoroidal	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B523_verdict_reexamination/FINDINGS.md	the word-hyperbolic / atoroidal / CAT(0) / Menger-boundary consequences follow ONLY IF iwip holds
B530_natural_history	main	FINDINGS.md movement IX	eisenstein chirality absent split	GENERIC	"{""audit/b775-braver-questions"":46,""claude/new-session-qor5up"":41,""claude/outside-bench"":58,""codex/seat-r001"":47,""main"":55,""paper/structure-genesis-first"":42}"	docs/CAMPAIGN_STATUS.md | docs/HINT_LEDGER.md | docs/LAW_MAP.md | docs/OPEN_LEADS.md | docs/OPEN_PROBLEMS.md | docs/PRACTICES.md | docs/SEAL_LEDGER.md | docs/views/VERDICT_LEDGER.md | +13 catch-all	√-3 (Eisenstein / E6), √-15 (the seam), and √-7 (chirality) are ALL ABSENT — p does not split over any of them.
B530_natural_history	main	FINDINGS.md movement XXXI (handoff verification, item 1)	structural	UNSWEEPABLE			√13 was never structural
B530_natural_history	main	FINDINGS.md movement XXXVII	one-bit stationary functional additive	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":2}"	tests/test_b530.py | docs/views/VERDICT_LEDGER.md | +4 catch-all	No nonzero stationary one-bit additive functional exists (ker(M^T−I) = 0 over F2).
B530_natural_history	main	FINDINGS.md movement XXX / XXV	signal-normalisation-dependent reproduce specific value	LEAD	"{""audit/b775-braver-questions"":1,""claude/new-session-qor5up"":1,""claude/outside-bench"":1,""codex/seat-r001"":1,""main"":1,""paper/structure-genesis-first"":1}"	frontier/B530_natural_history/FINDINGS.md	the specific κ₃ *value* is signal-normalisation-dependent and did not reproduce
B530_natural_history	main	FINDINGS.md movement XVIII	substitution thuswaldner certificate dimension	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B770_closure_census/census.json | +1 catch-all	the exact boundary dimension via the contact/boundary substitution matrix (Siegel–Thuswaldner)... that certificate is flagged, not computed here
B530_natural_history	main	"PORTRAIT.md, ""What remains"""	verb-monoid train-track thuswaldner dimension	LEAD	"{""audit/b775-braver-questions"":2,""claude/new-session-qor5up"":2,""claude/outside-bench"":2,""codex/seat-r001"":2,""main"":2,""paper/structure-genesis-first"":2}"	frontier/B770_closure_census/census.json | +1 catch-all	The exact boundary dimension (Siegel–Thuswaldner contact matrix); the End(F4) verb-monoid symmetry... needs train-track machinery, not a matrix check
B530_natural_history	main	FINDINGS.md movement XXXVIII	constructing equivalence rectangular requires	LEAD	"{""audit/b775-braver-questions"":4,""claude/new-session-qor5up"":4,""claude/outside-bench"":4,""codex/seat-r001"":4,""main"":4,""paper/structure-genesis-first"":4}"	docs/views/VERDICT_LEDGER.md | +3 catch-all	Strong shift equivalence remains OPEN — requires constructing explicit rectangular matrices R,S with A = RS, M = SR through a finite chain.
B530_natural_history	main	FINDINGS.md movement XXXII item 3	mixed-chain gap-opening determined projection	LEAD	"{""audit/b775-braver-questions"":3,""claude/new-session-qor5up"":3,""claude/outside-bench"":3,""codex/seat-r001"":3,""main"":3,""paper/structure-genesis-first"":3}"	frontier/B738_pathfinder_compiler/kill_graph.json | +2 catch-all	"the mixed-chain gap-opening: the handoff states ""slopes determined by the Perron vector's projection"" as a prediction; these slopes are NOT computed in the handoff."
B530_natural_history	main	FINDINGS.md movement XXXIII item 6	closed-form identified expression converged	LEAD	"{""audit/b775-braver-questions"":5,""claude/new-session-qor5up"":5,""claude/outside-bench"":7,""codex/seat-r001"":6,""main"":6,""paper/structure-genesis-first"":6}"	docs/views/VERDICT_LEDGER.md | frontier/B770_closure_census/census.json | frontier/B771_phase1_wave1/wave2_results.json | docs/views/THE_SPINE.md | docs/LAW_MAP.md | +3 catch-all	Exact closed-form slopes. The converged values 0.184 and 0.153 have no identified algebraic expression.
